first_author,year,title,type,collections,tags,zotero_item_id,evidence_grade,verification_status,claim_use_allowed
Bijlert,2010.0,2010 Elections 20: What if the Hazaras win in Uruzgan? (updated) | Afghanistan Analysts Network,blogPost,afghan_elections,,ZOT_c3ed604f8598,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wilder,2010.0,Footnotes to an AAN political parties blog | Afghanistan Analysts Network,blogPost,afghan_elections,,ZOT_aeeb782a5e12,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ruttig,2010.0,2010 Elections 2: Political Parties at the Fringes Again | Afghanistan Analysts Network,blogPost,afghan_elections,,ZOT_253611522d54,metadata_only,unverified,bibliographic_inventory_only_until_verified
AAN Team,2010.0,Flash from the Past: Russian Advice on Afghanistan,blogPost,taliban,,ZOT_6453e1e4b883,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ruttig,2014.0,From Point Zero to 'New Warmth': Russian-Afghan relations since 1989,blogPost,newspaper,,ZOT_5b843fc283f0,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mohan,2015.0,Raja Mandala: Dargah diplomacy,blogPost,dargah_sharif,,ZOT_e62e3c86cc2e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Kefalakos,2015.0,China is the first non-EU country to invest in Europe’s €315 billion Plan,blogPost,OBOR_train,,ZOT_de353473da04,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ahmed,2015.0,America Turned Away Jewish Refugees Because Some Were Feared To Be Nazi Agents,blogPost,socialmedia,,ZOT_167d6f0b7950,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2015.0,Afghanistan likely to receive Russia’s support in fight against terrorism,blogPost,taliban,,ZOT_1d32f5d5e5bd,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2015.0,US should keep some bases open in Afghanistan beyond 2016: McCain,blogPost,taliban,,ZOT_65d1cea21e51,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2016.0,Four nations call on Taliban to enter into early talks with Afghan govt,blogPost,taliban,,ZOT_a8db5e9062ef,metadata_only,unverified,bibliographic_inventory_only_until_verified
Adili,2017.0,Afghanistan's Incomplete New Electoral Law: Changes and controversies | Afghanistan Analysts Network,blogPost,afghan_elections,,ZOT_feb4b2b2eba8,metadata_only,unverified,bibliographic_inventory_only_until_verified
ANI,2017.0,Over 400 Pakistani pilgrims arrive India to visit Ajmer Sharif Dargah,blogPost,dargah_sharif,,ZOT_955831499e30,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2017.0,Afghanistan-China-Pak Summit/Beijing to Back up Stability in Afghanistan,blogPost,taliban,,ZOT_be79056b064a,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2017.0,This time in Oman; Afghanistan’s Quadrilateral Summit!,blogPost,taliban,,ZOT_ef890c75bfb3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Corner,2017.0,No fear of the bear? Bilateral economic relations between Germany and Russia,blogPost,economicglobalism,,ZOT_964dbdc8702f,metadata_only,unverified,bibliographic_inventory_only_until_verified
European,2017.0,China's expansion of OBOR leaves Africa caught in a dilemma | GRI,blogPost,economicglobalism,,ZOT_9a557c24c88c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Hussain,2017.0,Afghanistan as heart of Asia,blogPost,Afghanistan,,ZOT_97f6346b9a4c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ruttig,2018.0,Election Day One: A rural-urban divide emerging | Afghanistan Analysts Network,blogPost,afghan_elections,,ZOT_bdcd8dbb63ae,metadata_only,unverified,bibliographic_inventory_only_until_verified
Times Headline,2018.0,Pakistan Election: Pakistani candidates express urge to visit Ajmer Sharif,blogPost,dargah_sharif,,ZOT_57d40ddd84ab,metadata_only,unverified,bibliographic_inventory_only_until_verified
says,2018.0,Belt and Road Dispute Settlement and Transnational Governance,blogPost,BRI-EEU,,ZOT_7e16031a334f,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Implications of trade in Chinese Yuan under CPEC,blogPost,CPEC,,ZOT_4bc87b505b31,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Shahbaz Taseer Shows The Real Face Of Taliban Narrating An Incident From His Kidnapping!,blogPost,taliban,,ZOT_1b3794da4c3e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mehmood,2018.0,U.S. & Taliban Inch Closer To Peace Talks Despite ‘Insider Attacks’ On American Troops,blogPost,taliban,,ZOT_a5392db1031e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Trilateral Conference on Afghan Peace to be Held in Indonesia: HPC,blogPost,taliban,,ZOT_bbf5ff6cf9f4,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Arabia to Host Quadrilateral Summit on Afghanistan this Week: HPC,blogPost,taliban,,ZOT_e59090ceb48b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Quadrilateral Summit on Afghan Peace Held in Abu Dhabi,blogPost,taliban,,ZOT_7fffe26d3ca3,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,"Maulana Sami ul Haq refuses to arbitrate between Afghan govt, Taliban",blogPost,taliban,,ZOT_5bf0cf8b71db,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Heavy clashes reported among Afghan forces and Taliban in Kunduz,blogPost,taliban,,ZOT_6125d203d69b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mark,2018.0,Singapore FTA Includes BRI,blogPost,BRI-EEU,,ZOT_b5cd3f4c406a,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Taliban revealed their real faces in Moscow summit: Afghan Senate,blogPost,taliban,,ZOT_a9ec57629e7b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Palmer,2018.0,All hell breaks loose in the Trump-Russia scandal,blogPost,tweetlinks_TD1,,ZOT_6ea54a95817b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Adili,2019.0,"Afghanistan's 2019 Election (24): Disputed recount, threats not to accept results, and some interesting new data | Afghanistan Analysts Network",blogPost,afghan_elections,,ZOT_80ee1a5cdb0a,metadata_only,unverified,bibliographic_inventory_only_until_verified
Twitter@pajhwok,2019.0,Two people charged with robbery were flogged by the #Taliban Ghor province.  #Afghanistan - Pajhwok Afghan News,blogPost,taliban,,ZOT_b8b94e89287c,metadata_only,unverified,bibliographic_inventory_only_until_verified
editor,2019.0,China’s Belt and Road Initiative (BRI) and Nigeria’s Memorandum of Understanding on the BRI,blogPost,BRI-EEU,,ZOT_cdec0bc80831,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,Uzbekistan plans to build first commercial nuclear reactor,blogPost,uzbekistan,,ZOT_d36902963f0e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Omirtai 1993,2019.0,"Atomic Energy: Peaceful atom, new dimension of Kazakh-Uzbek relations",blogPost,uzbekistan,,ZOT_31ef4714c013,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,The Department of Defense's New Indo-Pacific Strategy,blogPost,Geopolitics,,ZOT_354d0de96dd4,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,"Marc A. Thiessen: United States can’t stop fighting terrorists in Afghanistan, Syria now",blogPost,taliban,,ZOT_87b3e4b4502c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,Taliban call Constitution obstacle to peace as Moscow conference kicks off,blogPost,taliban,,ZOT_55cbdbe28671,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,"Taliban: Gani, Amerikan Köleliğinde Birinciliği Kazandı",blogPost,taliban,,ZOT_2d50129b3bf4,metadata_only,unverified,bibliographic_inventory_only_until_verified
Newsbaycomng,2019.0,"Obaseki’s Industrialisation Drive Receives Fresh Impetus From China’s Belt, Road Initiative • Newsbay",blogPost,BRI-EEU,,ZOT_7291e70bd044,metadata_only,unverified,bibliographic_inventory_only_until_verified
Remyga,2019.0,Project of the century: How the Belt and Road initiative will impact the Eurasian region,blogPost,BRI-EEU,,ZOT_75fd5586ce97,metadata_only,unverified,bibliographic_inventory_only_until_verified
Geropoulos,2019.0,The amended Gas Directive will cover both internal EU gas pipelines as well as all gas pipelines from non-EU countries into the EU,blogPost,russiapipelines,,ZOT_b9f6fa8d328b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wood,2019.0,"Hypocrisy: Merkel Defends Iran Deal For EU Profits, Wants US Troops To Stay In Syria, While Germany Pays Little For Defense And Gives Energy Security To Russia With Nord Stream II",blogPost,russiapipelines,,ZOT_7dda0e7d9da9,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,Perché il compromesso Macron-Merkel sul Nord Stream 2 soddisfa la Germania,blogPost,russiapipelines,,ZOT_185e3914fa24,metadata_only,unverified,bibliographic_inventory_only_until_verified
Reporters,2019.0,Russia warns EU not to hamper Nord Stream,blogPost,russiapipelines,,ZOT_cea89e03d96b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Gotev,2019.0,Normandy summit upholds 'Steinmeier formula' for Eastern Ukraine,blogPost,Mackinder,,ZOT_ef90aa5bf480,metadata_only,unverified,bibliographic_inventory_only_until_verified
@RadioPakistan,2019.0,"We repeatedly asked to India for actionable evidence:"" Prime Minister  @ImranKhanPTI  https://pscp.tv/w/1PlJQymzWRdJE",blogPost,securitycomplex,,ZOT_ca56ebba2b0e,metadata_only,unverified,bibliographic_inventory_only_until_verified
@FaezaDawood,2019.0,"PM of Pakistan: “If India Attacks Pakistan in ANY way, Pakistan will not think to retaliate...Pakistan WILL retaliate” My take on his address (Part 3)",blogPost,securitycomplex,,ZOT_ffd9c1d83145,metadata_only,unverified,bibliographic_inventory_only_until_verified
Pieraccini,2019.0,Nuclear War vs. Belt and Road Initiative: Why China Will Prevail,blogPost,GreatPowers,,ZOT_9d12b565e705,metadata_only,unverified,bibliographic_inventory_only_until_verified
Durrani,2019.0,Is conflict-ridden Afghanistan deterring regional connectivity?,blogPost,taliban2,,ZOT_94191f02111b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Malalai,2019.0,@MalalaiBashir,blogPost,taliban2,,ZOT_4cf1accc0d1f,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2019.0,Pakistan high commissioner offers prayers at Ajmer Sharif,blogPost,dargah_sharif,,ZOT_94a052a1466b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Staff,2020.0,"FM Zarif, UN Chief Discuss Afghanistan Developments",blogPost,Afghanistan,,ZOT_c259f9d5e6a8,metadata_only,unverified,bibliographic_inventory_only_until_verified
@TOLOnews,2020.0,US DefSec Mark Esper at NATO,blogPost,taliban2,,ZOT_3640c35d0f8e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Times of News,2020.0,"What’s Pompeo’s Secret Mission in Ukraine, Central Asia?",blogPost,centralAsia,,ZOT_68311f8017f6,metadata_only,unverified,bibliographic_inventory_only_until_verified
Khama Press,2020.0,Pentagon to procure 10 Chinook helicopters for Afghan Special Forces,blogPost,taliban2,,ZOT_4ffa35a1e611,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ghazniwal,2020.0,@TGHazniwal,blogPost,taliban2,,ZOT_f19a54dbe988,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2020.0,85 percent of bombs used in Afghanistan originate from Pakistan: retired US general,blogPost,taliban2,,ZOT_d86ad4ab2513,metadata_only,unverified,bibliographic_inventory_only_until_verified
Feroz,2020.0,Is Afghan Intelligence Building a Regime of Terror With the CIA’s Help?,blogPost,taliban2,,ZOT_b3d1c5ea7147,metadata_only,unverified,bibliographic_inventory_only_until_verified
Babar,2020.0,Naya Pakistan and the Afghan peace process,blogPost,Afghanistan,,ZOT_0de17eadd4ab,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ashna,2021.0,"The Taliban have issued a new decree where all high ranking government officials are said to be from Hanafi sect of Islam. What kind of government are they running? We have Shias, Hindus, and Sikhs in Kabul who are way more educated than these people. https://t.co/tN6D2nAaEG",blogPost,taliban_twitter,,ZOT_f657c63208d2,metadata_only,unverified,bibliographic_inventory_only_until_verified
Tahiri,2021.0,Taliban Evicted Indigenous Hazaras from Daikundi’s Gizab – 400 Families Displaced So Far,blogPost,taliban2,,ZOT_8cc0890f65e2,metadata_only,unverified,bibliographic_inventory_only_until_verified
@ziashahreyar,2021.0,A Taliban official in an interview in Kabul on the importance of Hijab.,blogPost,taliban_twitter,,ZOT_c6f2735ba95b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Nihad Jariri,2021.0,"This is huge. @suhailshaheen1 Taliban spokesman, tells @akhbar: ""There is no bay'a"" NO pledge of allegiance between Al-Qaeda & Taliban. We know Zawahiri pledged allegiance to Akhundzada. Was understood that Taliban didn't ""wish"" to acknowledge that publicly. Well, there you go. https://t.co/bEdKQ0FolU",blogPost,taliban_twitter,,ZOT_a04609946569,metadata_only,unverified,bibliographic_inventory_only_until_verified
Press24,2021.0,US conducts airstrike targeting Taliban in Afghanistan,blogPost,taliban2,,ZOT_b70553ebc33b,metadata_only,unverified,bibliographic_inventory_only_until_verified
1TVNewsAF,2021.0,"President Ghani: Taliban fighting has no religious and national legitimacy, we will focus on managing the situation in next three to six months, positive changes will come based on special plans. https://t.co/lrfA70TaxX",blogPost,taliban2,,ZOT_7a743606aa8a,metadata_only,unverified,bibliographic_inventory_only_until_verified
Lalzoy,2021.0,Salma Dam under Taliban rockets,blogPost,taliban2,,ZOT_73aa1385b865,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2021.0,"Pentagon condemns attack on Kandahar Airfield, U.S base",blogPost,taliban2,,ZOT_1d683c379cac,metadata_only,unverified,bibliographic_inventory_only_until_verified
Gbadamosi,2022.0,How China’s Appetite for Rosewood Fuels Illegal Logging in Ghana,blogPost,environment,,ZOT_202165ba29be,metadata_only,unverified,bibliographic_inventory_only_until_verified
ICEF Monitor,2022.0,Forecast projects 1.8 million Indian students abroad by 2024,blogPost,environment,,ZOT_259f2beee7c7,metadata_only,unverified,bibliographic_inventory_only_until_verified
Barrech,2023.0,Regional connectivity under NSP,blogPost,energy_statistics,,ZOT_8894e686f8ad,metadata_only,unverified,bibliographic_inventory_only_until_verified
Pannier,2024.0,U.S. Decision to Give Military Aircraft to Uzbekistan Upsets Taliban - The Times Of Central Asia,blogPost,taliban2,,ZOT_5e27179972c3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Qodousi,2024.0,Iranian officials in talks with Taliban: Herat-Khaf railway is a good opportunity for transit between the two countries,blogPost,Afghanistan,,ZOT_5bfa1b005cbe,metadata_only,unverified,bibliographic_inventory_only_until_verified
Taban,2024.0,Dangerous Journeys: Security and Migration at the Afghanistan-Iran Border,blogPost,taliban_twitter,,ZOT_e1ce05170863,metadata_only,unverified,bibliographic_inventory_only_until_verified
afgembisb.passport@gmail.com,2024.0,https://islamabad.mfa.gov.af/2283-2/,blogPost,taliban_twitter,,ZOT_9211221b9220,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mohammad,2024.0,How the Pashtun Tahafuz Movement Built a Virtual Resistance,blogPost,pakistan,,ZOT_a35de6ff22b0,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2024.0,Revoke the ban on Pashtun Tahaffuz Movement in Pakistan,blogPost,pakistan,,ZOT_8b522f2bc30f,metadata_only,unverified,bibliographic_inventory_only_until_verified
Kemelova,2025.0,"Digging Deeper: Kazakhmys Barlau’s Plan for Exploration, Talent, and Afghanistan’s Geology",blogPost,Afghanistan,,ZOT_63d8bc71fd85,metadata_only,unverified,bibliographic_inventory_only_until_verified
Sakenova,2025.0,Kazakhstan Strengthens Ties with Afghanistan,blogPost,Afghanistan,,ZOT_78db8aa158db,metadata_only,unverified,bibliographic_inventory_only_until_verified
Vorotnikov,2025.0,New rail lines planned in Afghanistan,blogPost,Afghanistan,,ZOT_fcf4bcb7ca5e,metadata_only,unverified,bibliographic_inventory_only_until_verified
BATRAK,2025.0,Central Asia Advances the Trans-Afghan Transport Corridor,blogPost,Afghanistan,,ZOT_5a78cb4e34ce,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2025.0,Uzbekistan and Russia Advance Trans-Afghan Railway Project to Pakistan - The Times Of Central Asia,blogPost,Afghanistan,,ZOT_e04ded55e581,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ariana News,2025.0,China interested in financing Trans-Afghan railway project: Pakistan FM | Ariana News | Afghanistan News,blogPost,Afghanistan,,ZOT_776c1aa324cd,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mohammadi,2025.0,Taliban say trade shipment from France arrives in Herat,blogPost,Afghanistan,,ZOT_65038e284202,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ariana News,2025.0,Pakistani and Uzbek envoys hold talks on Trans-Afghan railway project | Ariana News | Afghanistan News,blogPost,Afghanistan,,ZOT_f0549243977b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Adili,2028.0,Afghanistan Election Conundrum (11): Electoral reform and the preparations for the 2018 elections – a summary | Afghanistan Analysts Network,blogPost,afghan_elections,,ZOT_bd19e7e66ba0,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Sakhalin-1 Oil and Gas Project, Okhotsk Sea, Russia",blogPost,centralAsia,,ZOT_87b32d7c447f,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,What are secret elements in US-Taliban deal?,blogPost,taliban2,,ZOT_1eb61963cd38,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Delegates to carry talks with Taliban in doldrums,blogPost,taliban2,,ZOT_a6f3aaeeea43,metadata_only,unverified,bibliographic_inventory_only_until_verified
@AmbJohnBolton,,"John Bolton on Twitter: ""I support @Liz_Cheney &amp; the 22 Members who signed her letter questioning a peace deal with the Taliban. ""Commitments"" made by these terrorists have no credibility. Any peace that surrenders American interests is no peace at all."" / Twitter",blogPost,taliban2,,ZOT_79b32e1fd6a5,metadata_only,unverified,bibliographic_inventory_only_until_verified
@nytopinion,,"New York Times Opinion on Twitter: """"The withdrawal of foreign forces has been our first and foremost demand. That we today stand at the threshold of a peace agreement with the United States is no small milestone,"" writes Sirajuddin Haqqani, the deputy leader of the Taliban. https://t.co/D6rQIL6fns"" / Twitter",blogPost,taliban2,,ZOT_9a1262102758,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Afghanistan's 2019 Elections (4): What will happen when the presidential tenure runs out on 22 May? | Afghanistan Analysts Network,blogPost,afghan_elections,,ZOT_0ebfc5c1eba1,metadata_only,unverified,bibliographic_inventory_only_until_verified
Greer,,"One Belt, One Road, One Big Mistake",blogPost,BRI-EEU,,ZOT_b0dc7d9ee92f,metadata_only,unverified,bibliographic_inventory_only_until_verified
Hirsh,,Ryan Crocker: The Taliban Will ‘Retake the Country’,blogPost,taliban,,ZOT_f2e47a0ebe14,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Michael Clarke - Beijing’s “March West”: One Belt, One Road and China’s Quest for Great Power Status (2016-11-03)",blogPost,economicglobalism,,ZOT_cb645fc75c34,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Russia wants to build a hyperloop track—if China helps pay for it,blogPost,OBOR_train,,ZOT_7ca6e616be43,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China Enlists U.N. to Promote Its Belt and Road Project,blogPost,OBOR_train,,ZOT_08de0762f146,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,U.S. trade with Uzbekistan tops $229 million through April 2019,blogPost,uzbekistan,,ZOT_b4261fe82df2,metadata_only,unverified,bibliographic_inventory_only_until_verified
Team,,"Uzbekistan, Russia agree on site for nuclear plant | CBRNe Portal",blogPost,uzbekistan,,ZOT_580c4f39e02b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Charting Progress in China’s Belt and Road Initiative,blogPost,BRI-EEU,,ZOT_8f6d35b44b6d,metadata_only,unverified,bibliographic_inventory_only_until_verified
Notezai,,Will Balochistan Blow Up China’s Belt and Road?,blogPost,CPEC,,ZOT_8eb3b2bd4795,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Nuclear War vs. Belt and Road Initiative: Why China Will Prevail,blogPost,BRI-EEU,,ZOT_34249825631c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Hassan Nasrallah: Daesh is Still a US-Israeli Asset, Threatens Central Asia | The Vineyard of the Saker",blogPost,taliban,,ZOT_02ee4cd444ab,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"""Nothing is agreed until everything is agreed"": First steps in Afghan peace negotiations | Afghanistan Analysts Network",blogPost,taliban,,ZOT_c62b520d9129,metadata_only,unverified,bibliographic_inventory_only_until_verified
Lieven,,It's Time to Trust the Taliban,blogPost,taliban,,ZOT_521a4b277d7e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Taliban attacks army checkpoint in Afghanistan, kill 6 troops: official – National – Quality News",blogPost,taliban,,ZOT_525b7703cbd7,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"The China “Belt & Road, Hemao Agriculture” International Seminar on Digital Economy in Singapore | Kerala Daily",blogPost,BRI-EEU,,ZOT_d18ab62e0585,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,UN concerned over Abdullah loyalist’s outlawed reshuffles,blogPost,taliban2,,ZOT_7b962a8f2d8a,metadata_only,unverified,bibliographic_inventory_only_until_verified
Johnson,,What good did the USSR in Afghanistan | The Global Domain News,blogPost,Afghanistan,,ZOT_d6984bb6d934,metadata_only,unverified,bibliographic_inventory_only_until_verified
Danforth,,The End of History and the Last Map,blogPost,GreatPowers,,ZOT_28b32b42515d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,US-Taliban Talks has reached its ending stages: Taliban – Afghan Studies Center,blogPost,taliban2,,ZOT_8d4133eba59e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Islamabad, Kabul and New Delhi: Can the trio launch a joint offensive against poverty? – Afghan Studies Center",blogPost,taliban2,,ZOT_659ffbbe5a08,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Afghanistan, China and Connectivity – Afghan Studies Center",blogPost,taliban2,,ZOT_276d4fd54fe3,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"[Watch] Russia, Pakistan on board US-Taliban talks, India has ‘no influence’ – Zamir Kabulov – Afghan Studies Center",blogPost,taliban2,,ZOT_4929eb25ed18,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Constitutional Democracy the only way forward for Pakistan & Afghanistan – Afghan Studies Center,blogPost,taliban2,,ZOT_3f7afabd23eb,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Pak Embassy in Kabul Announces Establishment of a New Economical Trade Link between Pakistan & Afghanistan – Afghan Studies Center,blogPost,taliban2,,ZOT_b3a7c773d5f0,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Afghan forces destroy Taliban strongholds, kill 63 rebels",blogPost,taliban2,,ZOT_7d933ed755c9,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,17 hostages freed from Taliban prison,blogPost,taliban2,,ZOT_f759ec2d55e9,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Editorial: Biden’s morally bankrupt remarks,blogPost,taliban2,,ZOT_3d0bfcc8e7a6,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mackinder,1942.0,Democratic Ideals and Reality: A Study in the Politics of Reconstruction,book,iqbal,,ZOT_5cde307e8b1c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Iqbal,1966.0,Javid-Nama,book,Afghanistan,,ZOT_c64aef0913b6,metadata_only,unverified,bibliographic_inventory_only_until_verified
Arendt,1970.0,On violence,book,pakistan,Violence,ZOT_ecf4f83d9d58,metadata_only,unverified,bibliographic_inventory_only_until_verified
Forrester,1973.0,World dynamics,book,climate_change,Demography; Economic development; Mathematical models; Statics and dynamics (Social sciences),ZOT_2af1d1d8528e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Waltz,1979.0,Theory of international politics,book,realism,,ZOT_501fa5ac757e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Beitz,1979.0,Political theory and international relations,book,realism,,ZOT_ad0df9e34821,metadata_only,unverified,bibliographic_inventory_only_until_verified
Dupree,1980.0,Afghanistan,book,sa654,,ZOT_fac9613c6a87,metadata_only,unverified,bibliographic_inventory_only_until_verified
Darr,1982.0,The World of Iqbal,book,iqbal,,ZOT_5c3eb1f1d296,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wolpert,1982.0,"Roots of confrontation in South Asia: Afghanistan, Pakistan, India, and the superpowers",book,Afghanistan,,ZOT_7abacfe8cbf8,metadata_only,unverified,bibliographic_inventory_only_until_verified
Buzan,1983.0,"People, states, and fear: the national security problem in international relations",book,securitycomplex,,ZOT_b219700e709e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Baldwin,1985.0,Economic Statecraft,book,callforpapers,,ZOT_26e9518abd07,metadata_only,unverified,bibliographic_inventory_only_until_verified
Buzan,1986.0,South Asian Insecurity and the Great Powers,book,securitycomplex,,ZOT_e71bd9957701,metadata_only,unverified,bibliographic_inventory_only_until_verified
Blumer,1986.0,Symbolic Interactionism: Perspective and Method,book,socialmedia,,ZOT_07a989751a03,metadata_only,unverified,bibliographic_inventory_only_until_verified
Amin,1987.0,"Afghanistan crisis : implications and options for Muslim world, Iran, and Pakistan.",book,sa653,,ZOT_0abcb463e12b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Arjomand,1989.0,The Turban for the crown: the Islamic revolution in Iran,book,iran,,ZOT_07c85644e903,metadata_only,unverified,bibliographic_inventory_only_until_verified
Anwar,1989.0,The tragedy of Afghanistan : a first-hand account,book,sa653,,ZOT_cb16bbd2c366,metadata_only,unverified,bibliographic_inventory_only_until_verified
Anwar,1989.0,The tragedy of Afghanistan: a first-hand account,book,sa654,,ZOT_e536ff49589c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Roy,1990.0,Islam and resistance in Afghanistan,book,sa654,,ZOT_10214bd52fb9,metadata_only,unverified,bibliographic_inventory_only_until_verified
Parekh,1991.0,Gandhi's Political Philosophy: A Critical Examination,book,peacebuilding,,ZOT_1bf576d0cdc3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Folke,1991.0,Linking the Natural Environment and the Economy: Essays from the Eco-Eco Group,book,climate_change,,ZOT_b0926bd1ab88,metadata_only,unverified,bibliographic_inventory_only_until_verified
Brouwer,1991.0,"Land Use Changes in Europe: Processes of Change, Environmental Transformations and Future Patterns",book,climate_change,,ZOT_fcb1698bcb7f,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wallerstein,1991.0,Geopolitics and geoculture: essays on the changing world-system,book,climate_change,Geopolitics,ZOT_5c9e1c6f166c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Buzan,1993.0,The logic of anarchy: neorealism to structural realism,book,realism,,ZOT_aac5c5c00044,metadata_only,unverified,bibliographic_inventory_only_until_verified
Lardy,1993.0,Foreign Trade and Economic Reform in China,book,wordpress_blog,,ZOT_71e2e7a98584,metadata_only,unverified,bibliographic_inventory_only_until_verified
Younghusband,1993.0,The Heart of a Continent,book,Afghanistan,,ZOT_03e8891fb9dc,metadata_only,unverified,bibliographic_inventory_only_until_verified
Malik,1993.0,Dilemmas of National Security and Cooperation in India and Pakistan,book,southasia,,ZOT_dd1a24bdeb2c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Baudrillard,1994.0,Simulacra and simulation,book,simulacrum,Reality; Resemblance (Philosophy),ZOT_6c1be95101e4,metadata_only,unverified,bibliographic_inventory_only_until_verified
Racioppi,1994.0,Soviet Policy Towards South Asia Since 1970,book,Afghanistan,,ZOT_41b336d4e98a,metadata_only,unverified,bibliographic_inventory_only_until_verified
Weiner,1994.0,The New geopolitics of Central Asia and its borderlands,book,sa653,,ZOT_e21ccb95336f,metadata_only,unverified,bibliographic_inventory_only_until_verified
