first_author,year,title,type,collections,tags
Bijlert,2010,2010 Elections 20: What if the Hazaras win in Uruzgan? (updated) | Afghanistan Analysts Network,blogPost,afghan_elections,
Wilder,2010,Footnotes to an AAN political parties blog | Afghanistan Analysts Network,blogPost,afghan_elections,
Ruttig,2010,2010 Elections 2: Political Parties at the Fringes Again | Afghanistan Analysts Network,blogPost,afghan_elections,
AAN Team,2010,Flash from the Past: Russian Advice on Afghanistan,blogPost,taliban,
Ruttig,2014,From Point Zero to 'New Warmth': Russian-Afghan relations since 1989,blogPost,newspaper,
Mohan,2015,Raja Mandala: Dargah diplomacy,blogPost,dargah_sharif,
Kefalakos,2015,China is the first non-EU country to invest in Europe’s €315 billion Plan,blogPost,OBOR_train,
Ahmed,2015,America Turned Away Jewish Refugees Because Some Were Feared To Be Nazi Agents,blogPost,socialmedia,
,2015,Afghanistan likely to receive Russia’s support in fight against terrorism,blogPost,taliban,
,2015,US should keep some bases open in Afghanistan beyond 2016: McCain,blogPost,taliban,
,2016,Four nations call on Taliban to enter into early talks with Afghan govt,blogPost,taliban,
Adili,2017,Afghanistan's Incomplete New Electoral Law: Changes and controversies | Afghanistan Analysts Network,blogPost,afghan_elections,
ANI,2017,Over 400 Pakistani pilgrims arrive India to visit Ajmer Sharif Dargah,blogPost,dargah_sharif,
,2017,Afghanistan-China-Pak Summit/Beijing to Back up Stability in Afghanistan,blogPost,taliban,
,2017,This time in Oman; Afghanistan’s Quadrilateral Summit!,blogPost,taliban,
Corner,2017,No fear of the bear? Bilateral economic relations between Germany and Russia,blogPost,economicglobalism,
European,2017,China's expansion of OBOR leaves Africa caught in a dilemma | GRI,blogPost,economicglobalism,
Hussain,2017,Afghanistan as heart of Asia,blogPost,Afghanistan,
Ruttig,2018,Election Day One: A rural-urban divide emerging | Afghanistan Analysts Network,blogPost,afghan_elections,
Times Headline,2018,Pakistan Election: Pakistani candidates express urge to visit Ajmer Sharif,blogPost,dargah_sharif,
says,2018,Belt and Road Dispute Settlement and Transnational Governance,blogPost,BRI-EEU,
,2018,Implications of trade in Chinese Yuan under CPEC,blogPost,CPEC,
,2018,Shahbaz Taseer Shows The Real Face Of Taliban Narrating An Incident From His Kidnapping!,blogPost,taliban,
Mehmood,2018,U.S. & Taliban Inch Closer To Peace Talks Despite ‘Insider Attacks’ On American Troops,blogPost,taliban,
,2018,Trilateral Conference on Afghan Peace to be Held in Indonesia: HPC,blogPost,taliban,
,2018,Arabia to Host Quadrilateral Summit on Afghanistan this Week: HPC,blogPost,taliban,
,2018,Quadrilateral Summit on Afghan Peace Held in Abu Dhabi,blogPost,taliban,
,2018,"Maulana Sami ul Haq refuses to arbitrate between Afghan govt, Taliban",blogPost,taliban,
,2018,Heavy clashes reported among Afghan forces and Taliban in Kunduz,blogPost,taliban,
Mark,2018,Singapore FTA Includes BRI,blogPost,BRI-EEU,
,2018,Taliban revealed their real faces in Moscow summit: Afghan Senate,blogPost,taliban,
Palmer,2018,All hell breaks loose in the Trump-Russia scandal,blogPost,tweetlinks_TD1,
Adili,2019,"Afghanistan's 2019 Election (24): Disputed recount, threats not to accept results, and some interesting new data | Afghanistan Analysts Network",blogPost,afghan_elections,
Twitter@pajhwok,2019,Two people charged with robbery were flogged by the #Taliban Ghor province.  #Afghanistan - Pajhwok Afghan News,blogPost,taliban,
editor,2019,China’s Belt and Road Initiative (BRI) and Nigeria’s Memorandum of Understanding on the BRI,blogPost,BRI-EEU,
,2019,Uzbekistan plans to build first commercial nuclear reactor,blogPost,uzbekistan,
Omirtai 1993,2019,"Atomic Energy: Peaceful atom, new dimension of Kazakh-Uzbek relations",blogPost,uzbekistan,
,2019,The Department of Defense's New Indo-Pacific Strategy,blogPost,Geopolitics,
,2019,"Marc A. Thiessen: United States can’t stop fighting terrorists in Afghanistan, Syria now",blogPost,taliban,
,2019,Taliban call Constitution obstacle to peace as Moscow conference kicks off,blogPost,taliban,
,2019,"Taliban: Gani, Amerikan Köleliğinde Birinciliği Kazandı",blogPost,taliban,
Newsbaycomng,2019,"Obaseki’s Industrialisation Drive Receives Fresh Impetus From China’s Belt, Road Initiative • Newsbay",blogPost,BRI-EEU,
Remyga,2019,Project of the century: How the Belt and Road initiative will impact the Eurasian region,blogPost,BRI-EEU,
Geropoulos,2019,The amended Gas Directive will cover both internal EU gas pipelines as well as all gas pipelines from non-EU countries into the EU,blogPost,russiapipelines,
Wood,2019,"Hypocrisy: Merkel Defends Iran Deal For EU Profits, Wants US Troops To Stay In Syria, While Germany Pays Little For Defense And Gives Energy Security To Russia With Nord Stream II",blogPost,russiapipelines,
,2019,Perché il compromesso Macron-Merkel sul Nord Stream 2 soddisfa la Germania,blogPost,russiapipelines,
Reporters,2019,Russia warns EU not to hamper Nord Stream,blogPost,russiapipelines,
Gotev,2019,Normandy summit upholds 'Steinmeier formula' for Eastern Ukraine,blogPost,Mackinder,
@RadioPakistan,2019,"We repeatedly asked to India for actionable evidence:"" Prime Minister  @ImranKhanPTI  https://pscp.tv/w/1PlJQymzWRdJE",blogPost,securitycomplex,
@FaezaDawood,2019,"PM of Pakistan: “If India Attacks Pakistan in ANY way, Pakistan will not think to retaliate...Pakistan WILL retaliate” My take on his address (Part 3)",blogPost,securitycomplex,
Pieraccini,2019,Nuclear War vs. Belt and Road Initiative: Why China Will Prevail,blogPost,GreatPowers,
Durrani,2019,Is conflict-ridden Afghanistan deterring regional connectivity?,blogPost,taliban2,
Malalai,2019,@MalalaiBashir,blogPost,taliban2,
PTI,2019,Pakistan high commissioner offers prayers at Ajmer Sharif,blogPost,dargah_sharif,
Staff,2020,"FM Zarif, UN Chief Discuss Afghanistan Developments",blogPost,Afghanistan,
@TOLOnews,2020,US DefSec Mark Esper at NATO,blogPost,taliban2,
Times of News,2020,"What’s Pompeo’s Secret Mission in Ukraine, Central Asia?",blogPost,centralAsia,
Khama Press,2020,Pentagon to procure 10 Chinook helicopters for Afghan Special Forces,blogPost,taliban2,
Ghazniwal,2020,@TGHazniwal,blogPost,taliban2,
,2020,85 percent of bombs used in Afghanistan originate from Pakistan: retired US general,blogPost,taliban2,
Feroz,2020,Is Afghan Intelligence Building a Regime of Terror With the CIA’s Help?,blogPost,taliban2,
Babar,2020,Naya Pakistan and the Afghan peace process,blogPost,Afghanistan,
Ashna,2021,"The Taliban have issued a new decree where all high ranking government officials are said to be from Hanafi sect of Islam. What kind of government are they running? We have Shias, Hindus, and Sikhs in Kabul who are way more educated than these people. https://t.co/tN6D2nAaEG",blogPost,taliban_twitter,
Tahiri,2021,Taliban Evicted Indigenous Hazaras from Daikundi’s Gizab – 400 Families Displaced So Far,blogPost,taliban2,
@ziashahreyar,2021,A Taliban official in an interview in Kabul on the importance of Hijab.,blogPost,taliban_twitter,
Nihad Jariri,2021,"This is huge. @suhailshaheen1 Taliban spokesman, tells @akhbar: ""There is no bay'a"" NO pledge of allegiance between Al-Qaeda & Taliban. We know Zawahiri pledged allegiance to Akhundzada. Was understood that Taliban didn't ""wish"" to acknowledge that publicly. Well, there you go. https://t.co/bEdKQ0FolU",blogPost,taliban_twitter,
Press24,2021,US conducts airstrike targeting Taliban in Afghanistan,blogPost,taliban2,
1TVNewsAF,2021,"President Ghani: Taliban fighting has no religious and national legitimacy, we will focus on managing the situation in next three to six months, positive changes will come based on special plans. https://t.co/lrfA70TaxX",blogPost,taliban2,
Lalzoy,2021,Salma Dam under Taliban rockets,blogPost,taliban2,
,2021,"Pentagon condemns attack on Kandahar Airfield, U.S base",blogPost,taliban2,
Gbadamosi,2022,How China’s Appetite for Rosewood Fuels Illegal Logging in Ghana,blogPost,environment,
ICEF Monitor,2022,Forecast projects 1.8 million Indian students abroad by 2024,blogPost,environment,
Barrech,2023,Regional connectivity under NSP,blogPost,energy_statistics,
Pannier,2024,U.S. Decision to Give Military Aircraft to Uzbekistan Upsets Taliban - The Times Of Central Asia,blogPost,taliban2,
Qodousi,2024,Iranian officials in talks with Taliban: Herat-Khaf railway is a good opportunity for transit between the two countries,blogPost,Afghanistan,
Taban,2024,Dangerous Journeys: Security and Migration at the Afghanistan-Iran Border,blogPost,taliban_twitter,
afgembisb.passport@gmail.com,2024,https://islamabad.mfa.gov.af/2283-2/,blogPost,taliban_twitter,
Mohammad,2024,How the Pashtun Tahafuz Movement Built a Virtual Resistance,blogPost,pakistan,
,2024,Revoke the ban on Pashtun Tahaffuz Movement in Pakistan,blogPost,pakistan,
Kemelova,2025,"Digging Deeper: Kazakhmys Barlau’s Plan for Exploration, Talent, and Afghanistan’s Geology",blogPost,Afghanistan,
Sakenova,2025,Kazakhstan Strengthens Ties with Afghanistan,blogPost,Afghanistan,
Vorotnikov,2025,New rail lines planned in Afghanistan,blogPost,Afghanistan,
BATRAK,2025,Central Asia Advances the Trans-Afghan Transport Corridor,blogPost,Afghanistan,
,2025,Uzbekistan and Russia Advance Trans-Afghan Railway Project to Pakistan - The Times Of Central Asia,blogPost,Afghanistan,
Ariana News,2025,China interested in financing Trans-Afghan railway project: Pakistan FM | Ariana News | Afghanistan News,blogPost,Afghanistan,
Mohammadi,2025,Taliban say trade shipment from France arrives in Herat,blogPost,Afghanistan,
Ariana News,2025,Pakistani and Uzbek envoys hold talks on Trans-Afghan railway project | Ariana News | Afghanistan News,blogPost,Afghanistan,
Adili,2028,Afghanistan Election Conundrum (11): Electoral reform and the preparations for the 2018 elections – a summary | Afghanistan Analysts Network,blogPost,afghan_elections,
,,"Sakhalin-1 Oil and Gas Project, Okhotsk Sea, Russia",blogPost,centralAsia,
,,What are secret elements in US-Taliban deal?,blogPost,taliban2,
,,Delegates to carry talks with Taliban in doldrums,blogPost,taliban2,
@AmbJohnBolton,,"John Bolton on Twitter: ""I support @Liz_Cheney &amp; the 22 Members who signed her letter questioning a peace deal with the Taliban. ""Commitments"" made by these terrorists have no credibility. Any peace that surrenders American interests is no peace at all."" / Twitter",blogPost,taliban2,
@nytopinion,,"New York Times Opinion on Twitter: """"The withdrawal of foreign forces has been our first and foremost demand. That we today stand at the threshold of a peace agreement with the United States is no small milestone,"" writes Sirajuddin Haqqani, the deputy leader of the Taliban. https://t.co/D6rQIL6fns"" / Twitter",blogPost,taliban2,
,,Afghanistan's 2019 Elections (4): What will happen when the presidential tenure runs out on 22 May? | Afghanistan Analysts Network,blogPost,afghan_elections,
Greer,,"One Belt, One Road, One Big Mistake",blogPost,BRI-EEU,
Hirsh,,Ryan Crocker: The Taliban Will ‘Retake the Country’,blogPost,taliban,
,,"Michael Clarke - Beijing’s “March West”: One Belt, One Road and China’s Quest for Great Power Status (2016-11-03)",blogPost,economicglobalism,
,,Russia wants to build a hyperloop track—if China helps pay for it,blogPost,OBOR_train,
,,China Enlists U.N. to Promote Its Belt and Road Project,blogPost,OBOR_train,
,,U.S. trade with Uzbekistan tops $229 million through April 2019,blogPost,uzbekistan,
Team,,"Uzbekistan, Russia agree on site for nuclear plant | CBRNe Portal",blogPost,uzbekistan,
,,Charting Progress in China’s Belt and Road Initiative,blogPost,BRI-EEU,
Notezai,,Will Balochistan Blow Up China’s Belt and Road?,blogPost,CPEC,
,,Nuclear War vs. Belt and Road Initiative: Why China Will Prevail,blogPost,BRI-EEU,
,,"Hassan Nasrallah: Daesh is Still a US-Israeli Asset, Threatens Central Asia | The Vineyard of the Saker",blogPost,taliban,
,,"""Nothing is agreed until everything is agreed"": First steps in Afghan peace negotiations | Afghanistan Analysts Network",blogPost,taliban,
Lieven,,It's Time to Trust the Taliban,blogPost,taliban,
,,"Taliban attacks army checkpoint in Afghanistan, kill 6 troops: official – National – Quality News",blogPost,taliban,
,,"The China “Belt & Road, Hemao Agriculture” International Seminar on Digital Economy in Singapore | Kerala Daily",blogPost,BRI-EEU,
,,UN concerned over Abdullah loyalist’s outlawed reshuffles,blogPost,taliban2,
Johnson,,What good did the USSR in Afghanistan | The Global Domain News,blogPost,Afghanistan,
Danforth,,The End of History and the Last Map,blogPost,GreatPowers,
,,US-Taliban Talks has reached its ending stages: Taliban – Afghan Studies Center,blogPost,taliban2,
,,"Islamabad, Kabul and New Delhi: Can the trio launch a joint offensive against poverty? – Afghan Studies Center",blogPost,taliban2,
,,"Afghanistan, China and Connectivity – Afghan Studies Center",blogPost,taliban2,
,,"[Watch] Russia, Pakistan on board US-Taliban talks, India has ‘no influence’ – Zamir Kabulov – Afghan Studies Center",blogPost,taliban2,
,,Constitutional Democracy the only way forward for Pakistan & Afghanistan – Afghan Studies Center,blogPost,taliban2,
,,Pak Embassy in Kabul Announces Establishment of a New Economical Trade Link between Pakistan & Afghanistan – Afghan Studies Center,blogPost,taliban2,
,,"Afghan forces destroy Taliban strongholds, kill 63 rebels",blogPost,taliban2,
,,17 hostages freed from Taliban prison,blogPost,taliban2,
,,Editorial: Biden’s morally bankrupt remarks,blogPost,taliban2,
Mackinder,1942,Democratic Ideals and Reality: A Study in the Politics of Reconstruction,book,iqbal,
Iqbal,1966,Javid-Nama,book,Afghanistan,
Arendt,1970,On violence,book,pakistan,Violence
Forrester,1973,World dynamics,book,climate_change,Demography; Economic development; Mathematical models; Statics and dynamics (Social sciences)
Waltz,1979,Theory of international politics,book,realism,
Beitz,1979,Political theory and international relations,book,realism,
Dupree,1980,Afghanistan,book,sa654,
Darr,1982,The World of Iqbal,book,iqbal,
Wolpert,1982,"Roots of confrontation in South Asia: Afghanistan, Pakistan, India, and the superpowers",book,Afghanistan,
Buzan,1983,"People, states, and fear: the national security problem in international relations",book,securitycomplex,
Baldwin,1985,Economic Statecraft,book,callforpapers,
Buzan,1986,South Asian Insecurity and the Great Powers,book,securitycomplex,
Blumer,1986,Symbolic Interactionism: Perspective and Method,book,socialmedia,
Amin,1987,"Afghanistan crisis : implications and options for Muslim world, Iran, and Pakistan.",book,sa653,
Arjomand,1989,The Turban for the crown: the Islamic revolution in Iran,book,iran,
Anwar,1989,The tragedy of Afghanistan : a first-hand account,book,sa653,
Anwar,1989,The tragedy of Afghanistan: a first-hand account,book,sa654,
Roy,1990,Islam and resistance in Afghanistan,book,sa654,
Parekh,1991,Gandhi's Political Philosophy: A Critical Examination,book,peacebuilding,
Folke,1991,Linking the Natural Environment and the Economy: Essays from the Eco-Eco Group,book,climate_change,
Brouwer,1991,"Land Use Changes in Europe: Processes of Change, Environmental Transformations and Future Patterns",book,climate_change,
Wallerstein,1991,Geopolitics and geoculture: essays on the changing world-system,book,climate_change,Geopolitics
Buzan,1993,The logic of anarchy: neorealism to structural realism,book,realism,
Lardy,1993,Foreign Trade and Economic Reform in China,book,wordpress_blog,
Younghusband,1993,The Heart of a Continent,book,Afghanistan,
Malik,1993,Dilemmas of National Security and Cooperation in India and Pakistan,book,southasia,
Baudrillard,1994,Simulacra and simulation,book,simulacrum,Reality; Resemblance (Philosophy)
Racioppi,1994,Soviet Policy Towards South Asia Since 1970,book,Afghanistan,
Weiner,1994,The New geopolitics of Central Asia and its borderlands,book,sa653,
Cordovez,1995,Out of Afghanistan: The Inside Story of the Soviet Withdrawal,book,Afghanistan,
Olesen,1995,Islam and politics in Afghanistan,book,islam method political; sa653,
Cordovez,1995,Out of Afghanistan: the inside story of the Soviet withdrawal,book,sa653,
Agnew,1995,"Mastering space: hegemony, territory and international political economy",book,GreatPowers,Geopolitics; International economic relations; International relations; World politics
Lederach,1996,Preparing For Peace: Conflict Transformation Across Cultures,book,peacebuilding,
Suzuki,1996,Global Environmental Security: From Protection to Prevention,book,environment,
Myers,1996,Ultimate security: the environmental basis of political stability,book,environment,Case studies; Environmental aspects; Environmental policy; National security; United States
Toal,1996,Critical geopolitics: the politics of writing global space,book,Geopolitics,
Litvinsky,1996,History of civilizations of Central Asia: AD 250 to 750,book,centralAsia,
Arora,1997,Intergovernmental Fiscal Relations: The Chinese System in Perspective,book,federalism,
Heise,1997,"Chronoschisms: Time, Narrative, and Postmodernism",book,twitteropoliics,
Kakar,1997,Afghanistan: the Soviet invasion and the Afghan response ; 1979 - 1982,book,sa653; sa654,
Buzan,1998,Security: A New Framework for Analysis,book,securitycomplex,
Maley,1998,Fundamentalism reborn? Afghanistan and the Taliban,book,sa653,
Mūsawī,1998,"The Hazaras of Afghanistan: an historical, cultural, economic and political study",book,sa654,
Jarvis,1998,Postmodern cartographies: the geographical imagination in contemporary American culture,book,sa662,
Arendt,1998,The human condition,book,,
Arendt,1998,The human condition,book,,
Arendt,1998,The human condition,book,,
Croissant,1999,Oil and Geopolitics in the Caspian Sea Region,book,taliban,
Wendt,1999,Social Theory of International Politics,book,realism,
Wendt,1999,Social theory of international politics,book,securitycomplex,
Kliot,2000,Geopolitics at the End of the Twentieth Century: The Changing World Political Map,book,securitycomplex,
Cooley,2000,"Unholy wars: Afghanistan, America, and international terrorism",book,sa653,
Shah,2000,Jaina theory of multiple facets of reality and truth: = (Anekāntavāda),book,peacebuilding,
Gerrard,2000,Fundamentals of soils,book,climate_change,Soils
Mearsheimer,2001,The tragedy of Great Power politics,book,realism,
Connery,2001,"Ideologies of Land and Sea: Alfred Thayer Mahan, Carl Schmitt, and the Shaping of Global Myth Elements",book,centralAsia,
Kaplan,2001,Soldiers of God: with Islamic warriors in Afghanistan and Pakistan,book,sa653,
Kaplan,2001,Soldiers of God: with Islamic warriors in Afghanistan and Pakistan,book,sa654,
Lewis,2001,Constructing public opinion: how political elites do what they like and why we seem to go along with it,book,twittergeopolitics2b,Mass media and public opinion; Political psychology; Public opinion; United States
Goodman,2002,"China Deconstructs: Politics, Trade and Regionalism",book,BRI-EEU,
Held,2002,"Global transformations: politics, economics and culture",book,Geopolitics,
Rashid,2002,"Taliban: Islam, oil and the new great game in Central Asia",book,WorldFocus,
Shahrani,2002,The Kirghiz and Wakhi of Afghanistan: Adaptation to Closed Frontiers and War,book,Afghanistan,
Cooley,2002,"Unholy Wars: Afghanistan, America and International Terrorism",book,Afghanistan,
Quester,2002,Offense and Defense in the International System,book,realism,
Edwards,2002,Before Taliban: genealogies of the Afghan jihad,book,sa654,
Dalby,2002,Rethinking Geopolitics.,book,sa662,
Rubin,2002,The fragmentation of Afghanistan: state formation and collapse in the international system,book,sa653; sa654,
McCauley,2002,Afghanistan and Central Asia: a modern history,book,sa653; sa654,
Dundas,2002,The Jains,book,peacebuilding,
Buzan,2003,Regions and Powers: The Structure of International Security,book,Afghanistan; Geopolitics,
Adle,2003,History of civilizations of Central Asia. Vol. 5: Development in contrast: from the sixteenth to the mid-nineteenth century,book,eurasiain17thcentury,
Peimani,2003,"Falling Terrorism and Rising Conflicts: The Afghan ""Contribution"" to Polarization and Confrontation in West and South Asia",book,Afghanistan,
Rasanayagam,2003,Afghanistan: A Modern History,book,Afghanistan,
Hanami,2003,Perspectives on Structural Realism,book,realism,
Mearsheimer,2003,The Tragedy of Great Power Politics,book,,
Griffin,2003,"Reaping the whirlwind: Afghanistan, Al-Qa'ida, and the holy war",book,sa653,
Grare,2003,"Pakistan in the face of the Afghan conflict, 1979-1985",book,sa653,
Brodsky,2003,With all our strength: the Revolutionary Association of the Women of Afghanistan,book,sa654,
Tanner,2003,Afghanistan: a military history from Alexander the Great to the fall of the Taliban,book,sa654,
Kidner,2003,Socio-economic applications of geographic information science,book,sa662,
Buzan,2003,Regions and powers: the structure of international security,book,securitycomplex,
Falk,2004,The Declining World Order: America's Imperial Geopolitics,book,FDI,
Buzan,2004,The United States and the great powers: world politics in the twenty-first century,book,Geopolitics,
Paul,2004,Balance of power: theory and practice in the 21st century,book,realism,
M,2004,Asian Economic Cooperation In The New Millennium: China's Economic Presence,book,southasia,
Fiscus,2004,America's War in Afghanistan,book,Afghanistan,
Mojtahed-Zadeh,2004,The Small Players of the Great Game: The Settlement of Iran's Eastern Borderlands and the Creation of Afghanistan,book,Afghanistan,
Smith,2004,"Handbook of Visual Communication: Theory, Methods, and Media",book,semiotics_phenomenology,
Mojtahed-Zadeh,2004,Small players of the Great Game: the settlement of Iran's eastern borderlands and the creation of Afghanistan,book,sa653,
Carnahan,2004,Reforming fiscal and economic management in Afghanistan,book,sa654,
Dale,2004,"The garden of the eight paradises: Bābur and the culture of Empire in Central Asia, Afghanistan and India (1483-1530)",book,sa654,
Saikal,2004,Modern Afghanistan: a history of struggle and survival,book,sa654,
Ewans,2004,Conflict in Afghanistan: Studies in Asymetric Warfare,book,Afghanistan; sa653,
Arendt,2004,The origins of totalitarianism,book,pakistan,
Burchill,2005,Theories of international relations,book,realism,
Harvey,2005,A brief history of neoliberalism,book,Geopolitics,
Foucault,2005,The Order of Things,book,BRI-EEU,
Harvey,2005,The New Imperialism,book,FDI,
Aydinli,2005,"Globalization, security, and the nation-state: paradigms in transition",book,Geopolitics,
Wibbels,2005,Federalism and the Market: Intergovernmental Conflict and Economic Reform in the Developing World,book,federalism,
Hagerty,2005,South Asia in World Politics,book,Afghanistan,
Dhaka,2005,South Asia and Central Asia: Geopolitical Dynamics,book,Afghanistan,
Naumkin,2005,Radical Islam in Central Asia: Between Pen and Rifle,book,uzbekistan,
Starr,2005,A greater Central Asia partnership for Afghanistan and its neighbors,book,centralAsia,
Dorronsoro,2005,"Revolution unending: Afghanistan, 1979 to the present",book,sa654,
Schaetzl,2005,Soils: genesis and geomorphology,book,climate_change,Geomorphology; Soil formation; Soil structure; Soils
Hasnali,2006,"At the dawn of the Cold War: the Soviet-American crisis over Iranian Azerbaijan, 1941 - 1946",book,iran,
Peters,2006,War and Escalation in South Asia,book,Afghanistan,
Bleaney,2006,Afghanistan: A Bibliography,book,Afghanistan,
Sluga,2006,"Nation, Psychology, and International Politics, 1870-1919",book,twitteropoliics,
Marshall,2006,"The Russian General Staff and Asia, 1800-1917",book,Mackinder,
Wight,2006,"Agents, structures and international relations: politics as ontology",book,securitycomplex,
Kakar,2006,"A political and diplomatic history of Afghanistan, 1863-1901",book,sa653,
Bleaney,2006,Afghanistan : a bibliography,book,sa653,
López,2006,Economic development and environmental sustainability: new policy options,book,environment,
Ross,2006,Histology: a text and atlas with correlated cell and molecular biology,book,twittergeopolitics2b,
Fukuyama,2006,Nation-Building: Beyond Afghanistan and Iraq,book,sa653; securitycomplex,
Charmaz,2006,Constructing grounded theory,book,grounded_theory,Grounded theory; Research Methodology; Social sciences
The Diagram Group,2006,Weather and climate: an illustrated guide to science,book,climate_change,
Mojtahed-Zadeh,2007,Small players of the great game: the settlement of Iran's eastern borderlands and the creation of Afghanistan,book,iran,
Miller,2007,"States, nations, and the great powers: the sources of regional war and peace",book,securitycomplex,
Kinzer,2007,Overthrow: America's century of regime change from Hawaii to Iraq,book,realism,
Colas,2007,The War on Terrorism and the American 'Empire' after the Cold War,book,FDI,
Fujita,2007,Regional Integration in East Asia: From the Viewpoint of Spatial Economics,book,economicglobalism,
Wahab,2007,A Brief History of Afghanistan,book,Afghanistan,
Rumer,2007,"Central Asia: Views from Washington, Moscow, and Beijing",book,uzbekistan,
Booth,2007,Theory of world security,book,securitycomplex,
Rotberg,2007,Building a New Afghanistan,book,Afghanistan; taliban2,
Thrower,2007,Maps & civilization: cartography in culture and society,book,sa662,
Runion,2007,The history of Afghanistan,book,sa654,
Roy,2007,The failure of political Islam,book,sa654,
Gregory,2007,"Historical GIS: technologies, methodologies, and scholarship",book,sa662,
Macdonald,2007,"Drugs in Afghanistan: opium, outlaws and scorpion tales",book,sa653; sa654,
Balabanova,2007,"Media, wars and politics: comparing the incomparable in Western and Eastern Europe",book,twittergeopolitics2b,Bulgaria; Europe; Great Britain; Press coverage; War
World Bank,2007,World development report 2008: agriculture for development,book,foodsecurity,Agriculture; Economic aspects; Population
Fujita,2008,Economic integration in East Asia: perspectives from spatial and neoclassical economics,book,Geopolitics,
Hopkins,2008,The Makings of Modern Afghanistan,book,Afghanistan,
Jones,2008,Counterinsurgency in Afghanistan: RAND Counterinsurgency Study--Volume 4,book,Afghanistan,
Starr,2008,In defense of greater Central Asia,book,centralAsia,
Sabet,2008,"Islam and the political: theory, governance and international relations",book,islam method political,
Pain,2008,Fear: critical geopolitics and everyday life,book,securitycomplex,
Borovik,2008,The hidden war : a Russian journalist's account of the Soviet war in Afghanistan,book,sa653,
Rashid,2008,"Descent into chaos: the United States and the failure of nation building in Pakistan, Afghanistan, and Central Asia",book,sa654,
Fazal,2008,GIS basics,book,sa662,
Cosgrove,2008,"Geography and vision: seeing, imagining and representing the world",book,sa662,
Bernstein,2008,Global liberalism and political order: toward a new grand compromise?,book,environment,
Gallis,2008,NATO in Afghanistan: A Test of the Transatlantic Alliance,book,sa653,
Henson,2008,The rough guide to weather,book,climate_change,
Jeffreys,2009,"China's Governmentalities: Governing Change, Changing Government",book,BRI-EEU,
Lim,2009,Oil and gas in china: The new energy superpower's relations with its region,book,oilrussiachina,
Brecher,2009,Realism and Institutionalism in International Studies.,book,realism,
Boadway,2009,Fiscal Federalism: Principles and Practice of Multiorder Governance,book,federalism,
Semple,2009,Reconciliation in Afghanistan,book,Afghanistan,
Synnott,2009,Transforming Pakistan: Ways Out of Instability,book,Afghanistan,
Wolpert,2009,Shameful Flight: The Last Years of the British Empire in India,book,Afghanistan,
Bush,2009,The National Security Strategy of the United States of America,book,uzbekistan,
Lo,2009,"Axis of Convenience: Moscow, Beijing, and the New Geopolitics",book,GreatPowers,
Nye,2009,Soft Power: The Means To Success In World Politics,book,socialmedia,
Crews,2009,The Taliban and the crisis of Afghanistan,book,taliban2,
Crews,2009,Taliban and the Crisis of Afghanistan.,book,sa653,
Arjomand,2009,"Constitutional politics in the Middle East : with special reference to Turkey, Iraq, Iran and Afghanistan",book,sa653,
Abirafeh,2009,Gender and international aid in Afghanistan: the politics and effects of intervention,book,sa654,
Lefebvre,2009,"State, space, world: selected essays",book,sa662,
Lombaerde,2009,The EU and world regionalism: the makability of regions in the 21st century,book,environment,European Union countries; Foreign relations; Interregionalism; Politics and government; Regional disparities; Regional economics; Regional planning
Hayes,2009,Afghanistan: Transition under Threat,book,Afghanistan; sa653,
Slaymaker,2009,The Cryosphere and Global Environmental Change,book,climate_change,
Barry,2009,"Atmosphere, Weather and Climate",book,climate_change,
Liu,2010,The Silk Road in world history,book,BRI-EEU,
Ryan,2010,Neoconservatism and the new American century,book,realism,
Guo,2010,Thirty Years of China - U.S. Relations: Analytical Approaches and Contemporary Issues,book,realism,
Feenstra,2010,China's Growing Role in World Trade,book,wordpress_blog,
Gillis,2010,Securing the Borderless Network: Security for the Web 2.0 World,book,socialmedia,
Flemes,2010,"Regional leadership in the global system: ideas, interests and strategies of regional powers",book,securitycomplex,
Lkhagvadorj,2010,Fiscal Federalism and Decentralization in Mongolia,book,federalism,
Peyrouse,2010,"China and India in Central Asia: A New ""Great Game""?",book,Afghanistan,
Oakley,2010,Prioritizing Strategic Interests in South Asia,book,Afghanistan,
Herman,2010,Manufacturing Consent: The Political Economy of the Mass Media,book,socialmedia,
Neville,2010,The complete guide to referencing and avoiding plagiarism,book,taliban2,
Zaeef,2010,My life with the Taliban,book,sa654,
Wood,2010,Rethinking the power of maps,book,sa662,
Clunan,2010,Ungoverned spaces: alternatives to state authority in an era of softened sovereignty,book,sa662,
Bodenhamer,2010,The spatial humanities: GIS and the future of humanities scholarship,book,sa662,
Fettweis,2010,Dangerous Times? the international politics of great power peace,book,GreatPowers,
Floyd,2010,Security and the environment: securitisation theory and US environmental security policy,book,environment,Environmental policy; National security; United States
Armitage,2010,U.S. Strategy for Pakistan and Afghanistan,book,Afghanistan; sa653,
Emadi,2010,"Dynamics of Political Development in Afghanistan: The British, Russian, and American Invasions",book,Afghanistan; sa653,
Katzman,2010,Iran: U. S. Concerns and Policy Responses`,book,securitycomplex,History / World
Kavalski,2010,The new Central Asia: the regional impact of international actors,book,centralAsia,
McBeath,2010,Environmental change and food security in China,book,climate_change,Agricultural innovations; China; Effect of global warming on; Effect of pollution on; Food crops; Food supply; Government policy
